parent_id,petrid,org_lei,parent_lei,parent_name,internal_rating,internal_flag,rescued_data,reporting_date
TXWT,600447,5493010600918396,5493016556391694,SYNTH FUND TXWT,1A,N,,2026-06-24
DNLB,600448,5493049827662457,5493029235922651,SYNTH FUND DNLB,2B,Y,,2026-06-24
NDQN,600449,5493020678059854,5493034008155228,SYNTH FUND NDQN,3A,N,,2026-06-24
MKKM,600450,5493062004203811,5493073918928048,SYNTH FUND MKKM,1A,Y,,2026-06-24
VPHN,600451,5493075430778571,5493031324515346,SYNTH FUND VPHN,1B,Y,,2026-06-24
MDRW,600452,5493005243188422,5493070579360725,SYNTH FUND MDRW,2B,N,,2026-06-24
DKBU,600453,5493058179020447,5493013604284787,SYNTH FUND DKBU,2A,N,,2026-06-24
CWZX,600454,5493069128944046,5493028400147842,SYNTH FUND CWZX,1B,N,,2026-06-24
LVZP,600455,5493063496175316,5493037590760294,SYNTH FUND LVZP,2B,Y,,2026-06-24
IVIV,600456,,5493003994195733,SYNTH FUND IVIV,,Y,,2026-06-24
PQCD,600457,5493076613204322,5493022618700146,SYNTH FUND PQCD,,N,,2026-06-24
COFA,600458,5493015067932073,5493055566894651,SYNTH FUND COFA,3A,Y,,2026-06-24
SGAD,600459,5493010932793055,5493056262057766,SYNTH FUND SGAD,2A,N,,2026-06-24
VULJ,600460,5493067961809275,5493011723794711,SYNTH FUND VULJ,1A,Y,,2026-06-24
NEBU,600461,5493002041763083,5493011561579692,SYNTH FUND NEBU,2A,Y,,2026-06-24
HUEU,600462,5493066397462010,5493043016878875,SYNTH FUND HUEU,1A,Y,,2026-06-24
DNIR,600463,5493010064206592,5493090650983943,SYNTH FUND DNIR,2A,Y,,2026-06-24
KIBG,600464,,5493024562917378,SYNTH FUND KIBG,2A,N,,2026-06-24
YERC,600465,5493077011338060,5493053760724411,SYNTH FUND YERC,1B,N,,2026-06-24
THZH,600466,5493014514268843,5493069458859883,SYNTH FUND THZH,,Y,,2026-06-24
BVQJ,600467,5493055860650651,5493076731052550,SYNTH FUND BVQJ,2B,N,,2026-06-24
FQGV,600468,5493003701590773,,SYNTH FUND FQGV,,N,,2026-06-24
YOWC,600469,5493036393929419,5493085190481829,SYNTH FUND YOWC,,Y,,2026-06-24
AZST,600470,5493057547978573,5493061201378540,SYNTH FUND AZST,2B,N,,2026-06-24
CZOR,600471,5493048809547678,5493000782909852,SYNTH FUND CZOR,1B,Y,,2026-06-24
SFRI,600472,5493067523276926,5493053449127170,SYNTH FUND SFRI,2A,Y,,2026-06-24
DQWE,600473,5493012884538150,5493082761772446,SYNTH FUND DQWE,2B,Y,,2026-06-24
IQMY,600474,5493007468095149,5493059739691633,SYNTH FUND IQMY,3A,N,,2026-06-24
OASY,600475,5493073757567092,5493088310297389,SYNTH FUND OASY,3A,Y,,2026-06-24
WTDI,600476,5493092207128330,5493012617526648,SYNTH FUND WTDI,1B,N,,2026-06-24
JXXY,600477,5493031342395647,5493020823847789,SYNTH FUND JXXY,1B,N,,2026-06-24
KHUO,600478,5493093414280402,5493011869761605,SYNTH FUND KHUO,2B,N,,2026-06-24
VWKD,600479,,5493072010148166,SYNTH FUND VWKD,1B,N,,2026-06-24
PDZH,600480,5493011906448919,5493004693418042,SYNTH FUND PDZH,,Y,,2026-06-24
ECON,600481,5493021667028328,5493094857230358,SYNTH FUND ECON,3A,N,,2026-06-24
NSYM,600482,5493044283988122,,SYNTH FUND NSYM,1B,Y,,2026-06-24
JXWY,600483,,5493088129054200,SYNTH FUND JXWY,1B,N,,2026-06-24
EVMQ,600484,5493018268112062,5493030327927563,SYNTH FUND EVMQ,,Y,,2026-06-24
IVJH,600485,5493072834426309,5493089238567482,SYNTH FUND IVJH,,N,,2026-06-24
BTNX,600486,5493053657017225,5493041311523041,SYNTH FUND BTNX,2B,Y,,2026-06-24
AAPT,600487,,5493011079025499,SYNTH FUND AAPT,2A,Y,,2026-06-24
ALFB,600488,5493005851509380,5493053109396027,SYNTH FUND ALFB,3A,N,,2026-06-24
MBYW,600489,5493098015457854,5493077713701609,SYNTH FUND MBYW,1A,N,,2026-06-24
ETXX,600490,5493003958348547,5493054667981157,SYNTH FUND ETXX,,N,,2026-06-24
AZVK,600491,5493066127976496,5493077935766748,SYNTH FUND AZVK,,Y,,2026-06-24
GHUW,600492,5493022627548984,5493010810972817,SYNTH FUND GHUW,1A,N,,2026-06-24
BXRG,600493,5493046554318025,5493084873113466,SYNTH FUND BXRG,1A,Y,,2026-06-24
YJQF,600494,5493008515601311,5493036066954098,SYNTH FUND YJQF,2A,Y,,2026-06-24
BXLI,600495,5493009811693072,5493004699069793,SYNTH FUND BXLI,2B,N,,2026-06-24
AWAZ,600496,5493006309525309,5493017494204459,SYNTH FUND AWAZ,1A,Y,,2026-06-24
CBSF,600497,5493043565419233,5493054555202585,SYNTH FUND CBSF,2A,N,,2026-06-24
PLFD,600498,5493038227286836,5493053282400231,SYNTH FUND PLFD,3A,N,,2026-06-24
VMPN,600499,5493052638638557,5493006800011815,SYNTH FUND VMPN,3A,N,,2026-06-24
SVPW,600500,5493015274618490,5493095194561528,SYNTH FUND SVPW,,Y,,2026-06-24
WYPD,600501,,5493018703728989,SYNTH FUND WYPD,1A,N,,2026-06-24
NVUW,600502,5493041804670160,5493019517585881,SYNTH FUND NVUW,1A,Y,,2026-06-24
FWIR,600503,5493099957821539,5493067514905738,SYNTH FUND FWIR,2A,N,,2026-06-24
SOUT,600504,,5493006178272156,SYNTH FUND SOUT,1A,Y,,2026-06-24
WDLJ,600505,5493086838590038,5493003246964851,SYNTH FUND WDLJ,1A,Y,,2026-06-24
GRPZ,600506,5493079467341512,5493039735294782,SYNTH FUND GRPZ,,Y,,2026-06-24
MAYC,600507,5493082388741988,5493091083688720,SYNTH FUND MAYC,2B,Y,,2026-06-24
DEMQ,600508,5493040155978289,5493000131505877,SYNTH FUND DEMQ,3A,N,,2026-06-24
YBYB,600509,5493086670619297,5493094695996608,SYNTH FUND YBYB,3A,N,,2026-06-24
RGDX,600510,5493065596169529,5493033357652568,SYNTH FUND RGDX,3A,N,,2026-06-24
CTAU,600511,,5493083912791949,SYNTH FUND CTAU,3A,Y,,2026-06-24
KZEC,600512,5493023514297966,5493084972062038,SYNTH FUND KZEC,3A,Y,,2026-06-24
HVJT,600513,5493089437124169,5493033583191494,SYNTH FUND HVJT,3A,Y,,2026-06-24
FIJX,600514,5493039233444690,5493072202358475,SYNTH FUND FIJX,2A,N,,2026-06-24
QEUD,600515,,,SYNTH FUND QEUD,,Y,,2026-06-24
AQYO,600516,5493061120970929,5493097125178514,SYNTH FUND AQYO,,Y,,2026-06-24
RPLW,600517,5493027631656386,5493017631333119,SYNTH FUND RPLW,2B,N,,2026-06-24
XIDY,600518,5493081345829856,5493051771543129,SYNTH FUND XIDY,3A,Y,,2026-06-24
CBQY,600519,5493065449890395,5493064360203335,SYNTH FUND CBQY,2A,Y,,2026-06-24
LIAV,600520,5493095083079421,5493026858576530,SYNTH FUND LIAV,2A,N,,2026-06-24
PNWH,600521,5493007068597954,5493033540912311,SYNTH FUND PNWH,1A,N,,2026-06-24
JVRS,600522,5493068003814225,,SYNTH FUND JVRS,,N,,2026-06-24
EPUR,600523,5493058591616925,5493038238929928,SYNTH FUND EPUR,1A,N,,2026-06-24
UJIV,600524,5493069954395008,5493018598008039,SYNTH FUND UJIV,3A,Y,,2026-06-24
MAAK,600525,,5493044750164361,SYNTH FUND MAAK,1B,N,,2026-06-24
UVHB,600526,5493003396047017,5493065975616781,SYNTH FUND UVHB,3A,N,,2026-06-24
WVXG,600527,5493006249782868,5493011552708702,SYNTH FUND WVXG,2B,Y,,2026-06-24
JLVR,600528,5493055051837034,5493064726732044,SYNTH FUND JLVR,1A,N,,2026-06-24
KMZV,600529,5493035083543728,5493063602627308,SYNTH FUND KMZV,,Y,,2026-06-24
ESOJ,600530,5493096735995470,5493072129858698,SYNTH FUND ESOJ,,N,,2026-06-24
QXHP,600531,5493091257672971,5493063288712215,SYNTH FUND QXHP,2B,Y,,2026-06-24
RHTW,600532,5493065591711172,5493062488694915,SYNTH FUND RHTW,,N,,2026-06-24
JGAF,600533,5493004450987218,5493089586401291,SYNTH FUND JGAF,1B,N,,2026-06-24
FUJB,600534,5493019545817626,5493026063469508,SYNTH FUND FUJB,1B,Y,,2026-06-24
CPDM,600535,5493020126829493,5493080930340789,SYNTH FUND CPDM,,Y,,2026-06-24
JJSM,600536,,5493006096358945,SYNTH FUND JJSM,,Y,,2026-06-24
IIXK,600537,5493080178532914,5493012630269384,SYNTH FUND IIXK,2A,Y,,2026-06-24
RLFV,600538,5493022398242700,5493055786807197,SYNTH FUND RLFV,1B,Y,,2026-06-24
AYGA,600539,5493097134019377,5493099100216874,SYNTH FUND AYGA,,N,,2026-06-24
SAGL,600540,5493008038635244,5493079337843359,SYNTH FUND SAGL,1A,N,,2026-06-24
MJRO,600541,5493044227176812,5493041111006671,SYNTH FUND MJRO,1A,N,,2026-06-24
VVNU,600542,5493057005778320,5493044302125933,SYNTH FUND VVNU,3A,Y,,2026-06-24
MVRY,600543,5493083877410904,5493049263353598,SYNTH FUND MVRY,1B,Y,,2026-06-24
XTMN,600544,5493020732091611,5493011442770457,SYNTH FUND XTMN,1A,Y,,2026-06-24
XYIX,600545,5493038098401433,5493081996248874,SYNTH FUND XYIX,1B,Y,,2026-06-24
XTOP,600546,5493083646880411,5493041460828862,SYNTH FUND XTOP,2A,Y,,2026-06-24
NBWU,600547,5493022718214661,5493077120657550,SYNTH FUND NBWU,,Y,,2026-06-24
KXVA,600548,5493081535903863,5493071212532899,SYNTH FUND KXVA,1B,Y,,2026-06-24
CNUU,600549,5493071302103905,5493067512774234,SYNTH FUND CNUU,1A,N,,2026-06-24
MKQH,600550,5493032106007718,5493099535135448,SYNTH FUND MKQH,,Y,,2026-06-24
FODG,600551,5493047491671086,5493092957152287,SYNTH FUND FODG,1A,N,,2026-06-24
MFFB,600552,5493082155208283,5493018000731456,SYNTH FUND MFFB,2B,Y,,2026-06-24
OSOO,600553,5493056477920194,5493063094078512,SYNTH FUND OSOO,3A,Y,,2026-06-24
ULBB,600554,5493060476158673,5493022415550184,SYNTH FUND ULBB,2A,N,,2026-06-24
KHAR,600555,5493044846269938,5493029344209529,SYNTH FUND KHAR,3A,Y,,2026-06-24
QQEB,600556,5493058180375583,5493017141572802,SYNTH FUND QQEB,2B,Y,,2026-06-24
UXOU,600557,5493041968791376,5493065645567919,SYNTH FUND UXOU,3A,Y,,2026-06-24
ZOXW,600558,5493012164675028,5493005317623922,SYNTH FUND ZOXW,1B,Y,,2026-06-24
YFWT,600559,5493089112130094,5493056717299586,SYNTH FUND YFWT,2A,N,,2026-06-24
QLQJ,600560,5493041306900518,5493014341320855,SYNTH FUND QLQJ,3A,Y,,2026-06-24
SHKI,600561,5493063303781113,5493068239016424,SYNTH FUND SHKI,1B,Y,,2026-06-24
HNBP,600562,5493012673179265,5493073143626464,SYNTH FUND HNBP,2A,Y,,2026-06-24
GHCV,600563,,,SYNTH FUND GHCV,2B,N,,2026-06-24
LHXR,600564,5493043579857192,5493043223014757,SYNTH FUND LHXR,1B,N,,2026-06-24
RKCN,600565,5493062865103495,5493069261460222,SYNTH FUND RKCN,2B,N,,2026-06-24
RWRW,600566,5493060892154312,5493077647269235,SYNTH FUND RWRW,,Y,,2026-06-24
HUTV,600567,5493057037225123,5493044198965058,SYNTH FUND HUTV,1B,Y,,2026-06-24
TMOE,600568,5493023053907744,5493064202303653,SYNTH FUND TMOE,2B,Y,,2026-06-24
ONES,600569,5493068363633191,5493026628382364,SYNTH FUND ONES,1A,Y,,2026-06-24
PLCH,600570,5493011043772617,5493074596373229,SYNTH FUND PLCH,1B,N,,2026-06-24
TBKF,600571,,5493005845699896,SYNTH FUND TBKF,2B,N,,2026-06-24
HDIL,600572,5493011560837816,5493032971404575,SYNTH FUND HDIL,1B,N,,2026-06-24
UXIX,600573,5493001549939578,5493089339303414,SYNTH FUND UXIX,1B,N,,2026-06-24
HMOH,600574,5493026236978129,5493098361389573,SYNTH FUND HMOH,1A,N,,2026-06-24
WKKW,600575,,5493040181077627,SYNTH FUND WKKW,1A,N,,2026-06-24
VJXT,600576,5493080004173690,5493026497690126,SYNTH FUND VJXT,3A,Y,,2026-06-24
CDGN,600577,5493087102594596,5493083937714212,SYNTH FUND CDGN,2A,N,,2026-06-24
DVUF,600578,5493061832422920,5493062282536486,SYNTH FUND DVUF,1A,N,,2026-06-24
INFS,600579,5493030293738393,5493071608990229,SYNTH FUND INFS,1B,Y,,2026-06-24
MWYQ,600580,5493016243633261,5493082830309173,SYNTH FUND MWYQ,1B,N,,2026-06-24
FURG,600581,5493032461605874,5493040054706673,SYNTH FUND FURG,2B,Y,,2026-06-24
DPTD,600582,5493057345443956,5493035854639085,SYNTH FUND DPTD,3A,Y,,2026-06-24
YEVC,600583,5493085457836638,5493028733463394,SYNTH FUND YEVC,2A,Y,,2026-06-24
WWZJ,600584,5493091306968267,5493090880997330,SYNTH FUND WWZJ,2A,N,,2026-06-24
IHXG,600585,5493088021642103,5493057864111001,SYNTH FUND IHXG,1A,Y,,2026-06-24
IJGH,600586,5493073000304790,5493081077133998,SYNTH FUND IJGH,3A,N,,2026-06-24
FYKY,600587,5493024718683137,5493053726201291,SYNTH FUND FYKY,3A,N,,2026-06-24
WRJZ,600588,5493004066571311,,SYNTH FUND WRJZ,,Y,,2026-06-24
CAHH,600589,5493057210694759,5493018523095792,SYNTH FUND CAHH,1B,Y,,2026-06-24
BCCU,600101,549300XXHOD8SXSZKY72,549300XXHOD8SXSZKY72,CENTRAL 1 CREDIT UNION,1C,Y,,2026-07-01
INBL,600102,549300RH5FFHO48FXT69,549300RH5FFHO48FXT69,INVESTEC BANK LIMITED,2A,N,,2026-07-01
BANH,600103,B6ARUI4946ST4S7WOU88,B6ARUI4946ST4S7WOU88,BANCO HABITAT,2B,Y,,2026-07-01
WH17,600104,,,WELLINGTON GLOBAL EQUITY FUND 28R5,3A,N,,2026-07-01
SWCD,600105,529900ZM2M8QF6PZDD34,529900ZM2M8QF6PZDD34,SWISS LIFE AG,1B,N,,2026-07-01
BNSC,600106,L3I9ZG2KFGXZ61BMYR72,L3I9ZG2KFGXZ61BMYR72,BANK OF NOVA SCOTIA,1A,Y,,2026-07-01
DBFR,600107,7LTWFZYICNSX8D621K86,7LTWFZYICNSX8D621K86,DEUTSCHE BANK A.G.,2A,N,,2026-07-01
CITI,600108,E57ODZWZ7FF32TWEFA76,E57ODZWZ7FF32TWEFA76,CITIBANK NA,1B,N,,2026-07-01
MSIL,600109,4PQUHN3JPFGFNF3BB653,4PQUHN3JPFGFNF3BB653,MORGAN STANLEY INTL,2A,Y,,2026-07-01
BIMC,600110,,,BIMCOR INC,3B,Y,,2026-07-01
VFYG,600200,5493056462422996,,SYNTH FUND VFYG,1B,N,,2026-07-01
HKTH,600201,5493072248754565,5493046020462860,SYNTH FUND HKTH,,Y,,2026-07-01
ZJAP,600202,5493059345872794,5493028365473211,SYNTH FUND ZJAP,,Y,,2026-07-01
UUAJ,600203,5493094347299424,5493064611825296,SYNTH FUND UUAJ,2A,N,,2026-07-01
UKLF,600204,5493080918173223,,SYNTH FUND UKLF,,Y,,2026-07-01
EWRT,600205,,5493085188664365,SYNTH FUND EWRT,1A,N,,2026-07-01
WAIM,600206,5493006340414689,5493089048472032,SYNTH FUND WAIM,2B,N,,2026-07-01
SWJK,600207,5493059050414572,5493073958703137,SYNTH FUND SWJK,2A,N,,2026-07-01
CQWL,600208,5493026144343116,,SYNTH FUND CQWL,2B,Y,,2026-07-01
MFVH,600209,5493087907573535,5493052206000650,SYNTH FUND MFVH,1A,Y,,2026-07-01
WTQT,600210,5493000721949245,5493052344642522,SYNTH FUND WTQT,2A,N,,2026-07-01
MYHN,600211,5493053265329208,5493005077421508,SYNTH FUND MYHN,1A,Y,,2026-07-01
FSIX,600212,5493003929610928,5493075638462851,SYNTH FUND FSIX,3A,N,,2026-07-01
PXMH,600213,5493090369625188,,SYNTH FUND PXMH,1B,Y,,2026-07-01
GJBJ,600214,5493000373618694,,SYNTH FUND GJBJ,3A,Y,,2026-07-01
PGKB,600215,5493093354691710,5493056474398641,SYNTH FUND PGKB,2B,Y,,2026-07-01
AIFI,600216,5493036782507276,5493088816388138,SYNTH FUND AIFI,2B,Y,,2026-07-01
QZPG,600217,5493076262897445,5493094148282778,SYNTH FUND QZPG,,Y,,2026-07-01
HNII,600218,5493094968294412,5493064123479574,SYNTH FUND HNII,2B,Y,,2026-07-01
DYPL,600219,5493076294705677,5493040618672192,SYNTH FUND DYPL,2B,N,,2026-07-01
SNKL,600220,5493036080958421,5493063722580748,SYNTH FUND SNKL,2A,Y,,2026-07-01
DIEK,600221,5493069545553229,5493071947896891,SYNTH FUND DIEK,2A,N,,2026-07-01
ZJGC,600222,5493061513940352,5493076362246308,SYNTH FUND ZJGC,1A,N,,2026-07-01
LZVQ,600223,5493008029489661,5493041627741822,SYNTH FUND LZVQ,3A,Y,,2026-07-01
QPEA,600224,5493046865946235,,SYNTH FUND QPEA,2B,Y,,2026-07-01
EOBZ,600225,,5493041362827278,SYNTH FUND EOBZ,2A,Y,,2026-07-01
JWCU,600226,5493002647113882,5493095726389228,SYNTH FUND JWCU,1A,N,,2026-07-01
ASSM,600227,5493036559993185,5493088999951662,SYNTH FUND ASSM,2A,Y,,2026-07-01
QZKP,600228,5493043020307986,5493047273139324,SYNTH FUND QZKP,2A,N,,2026-07-01
ALYI,600229,5493001437818291,5493066334404190,SYNTH FUND ALYI,2B,Y,,2026-07-01
ORZC,600230,,5493077314834610,SYNTH FUND ORZC,2A,N,,2026-07-01
NWNX,600231,5493075857084428,5493012522483709,SYNTH FUND NWNX,1A,N,,2026-07-01
CMYX,600232,5493063516861194,5493056916757947,SYNTH FUND CMYX,3A,N,,2026-07-01
USMG,600233,5493065203740087,5493089911135057,SYNTH FUND USMG,2A,Y,,2026-07-01
OMLC,600234,5493065054967625,5493035143950709,SYNTH FUND OMLC,3A,N,,2026-07-01
CJRF,600235,5493055597245100,5493044594069546,SYNTH FUND CJRF,1A,Y,,2026-07-01
APCE,600236,5493073878724126,,SYNTH FUND APCE,3A,Y,,2026-07-01
PGML,600237,5493073484593511,5493074458249059,SYNTH FUND PGML,1A,N,,2026-07-01
LWRJ,600238,5493074228419808,5493036230326853,SYNTH FUND LWRJ,2B,N,,2026-07-01
HFVV,600239,5493097557052009,5493034169453225,SYNTH FUND HFVV,3A,N,,2026-07-01
VLFD,600240,5493018544199799,5493078907970159,SYNTH FUND VLFD,3A,Y,,2026-07-01
WPAJ,600241,5493073845959980,5493011395884887,SYNTH FUND WPAJ,,Y,,2026-07-01
YSGS,600242,5493014493529800,5493047156726112,SYNTH FUND YSGS,3A,Y,,2026-07-01
MRSM,600243,5493017968045713,5493000782901720,SYNTH FUND MRSM,2A,N,,2026-07-01
EFCC,600244,5493002678780254,5493017625280875,SYNTH FUND EFCC,1A,Y,,2026-07-01
IXPV,600245,5493029091147854,5493051660820795,SYNTH FUND IXPV,1A,N,,2026-07-01
KTMX,600246,5493046832841569,5493085798849603,SYNTH FUND KTMX,2B,N,,2026-07-01
YDVF,600247,5493099849443093,5493020348602896,SYNTH FUND YDVF,3A,Y,,2026-07-01
PQGS,600248,5493013629511712,5493044755981002,SYNTH FUND PQGS,1A,Y,,2026-07-01
ZXJK,600249,5493031305024196,5493027336436886,SYNTH FUND ZXJK,2B,Y,,2026-07-01
TEQK,600250,5493061606840378,5493018664419049,SYNTH FUND TEQK,1A,N,,2026-07-01
ILMK,600251,5493042259268243,5493094116733012,SYNTH FUND ILMK,3A,Y,,2026-07-01
YAPL,600252,5493076147464266,5493099989515421,SYNTH FUND YAPL,1A,N,,2026-07-01
LXBS,600253,5493018231656194,5493054277798599,SYNTH FUND LXBS,,N,,2026-07-01
NOXI,600254,5493079366240011,5493048547177807,SYNTH FUND NOXI,1A,Y,,2026-07-01
HMLS,600255,5493029251070452,5493042102930861,SYNTH FUND HMLS,1A,N,,2026-07-01
TMZA,600256,5493062474282533,5493066835275137,SYNTH FUND TMZA,3A,N,,2026-07-01
KZBO,600257,5493003744984657,5493038461615399,SYNTH FUND KZBO,2A,Y,,2026-07-01
KLHN,600258,5493069131072318,5493036239950804,SYNTH FUND KLHN,,N,,2026-07-01
WZUV,600259,,5493020592165975,SYNTH FUND WZUV,2B,N,,2026-07-01
CYBF,600260,5493017491152619,5493045256818111,SYNTH FUND CYBF,2A,N,,2026-07-01
BXSZ,600261,5493021815806251,5493026558905744,SYNTH FUND BXSZ,2A,Y,,2026-07-01
KCIP,600262,5493091818130629,,SYNTH FUND KCIP,2B,N,,2026-07-01
JFUX,600263,5493094331324820,5493089092219785,SYNTH FUND JFUX,2A,Y,,2026-07-01
DCOK,600264,5493023577892400,5493084864075983,SYNTH FUND DCOK,3A,N,,2026-07-01
OHCU,600265,,5493085584005950,SYNTH FUND OHCU,2A,N,,2026-07-01
PTYT,600266,5493054563728399,5493016868066536,SYNTH FUND PTYT,3A,N,,2026-07-01
ICWT,600267,5493074993901198,5493031232085774,SYNTH FUND ICWT,1A,Y,,2026-07-01
XRJG,600268,5493050955393277,5493047079848698,SYNTH FUND XRJG,1A,Y,,2026-07-01
PLTO,600269,5493053311187136,5493038581228069,SYNTH FUND PLTO,3A,Y,,2026-07-01
EKYE,600270,5493029680382548,5493064072248692,SYNTH FUND EKYE,3A,N,,2026-07-01
MSID,600271,5493076852832039,,SYNTH FUND MSID,3A,Y,,2026-07-01
QOEE,600272,5493062620013201,5493002846926984,SYNTH FUND QOEE,1A,Y,,2026-07-01
NUJD,600273,5493050599266280,5493040165344614,SYNTH FUND NUJD,1A,N,,2026-07-01
YZKX,600274,5493037528668747,5493052038994148,SYNTH FUND YZKX,2A,Y,,2026-07-01
NJDJ,600275,5493007548494543,5493027790299182,SYNTH FUND NJDJ,,N,,2026-07-01
UKOW,600276,5493033040223221,5493025461054387,SYNTH FUND UKOW,1B,Y,,2026-07-01
QZAI,600277,5493014099704843,5493052319090147,SYNTH FUND QZAI,1B,N,,2026-07-01
SWHO,600278,5493080974137469,5493025258293038,SYNTH FUND SWHO,3A,N,,2026-07-01
MNXX,600279,5493008122919457,5493070292663380,SYNTH FUND MNXX,1A,N,,2026-07-01
TDLB,600280,5493016432150589,5493083765374448,SYNTH FUND TDLB,2A,N,,2026-07-01
VSTQ,600281,5493025152026757,5493065316265014,SYNTH FUND VSTQ,1A,Y,,2026-07-01
WXSH,600282,5493034514976974,5493023997867793,SYNTH FUND WXSH,3A,Y,,2026-07-01
DPIN,600283,5493034579728964,5493025151894148,SYNTH FUND DPIN,2B,Y,,2026-07-01
HDJK,600284,,5493025045230317,SYNTH FUND HDJK,2A,N,,2026-07-01
HLHL,600285,5493070231453889,5493091240856796,SYNTH FUND HLHL,,Y,,2026-07-01
FSDA,600286,5493003188263249,5493006479659267,SYNTH FUND FSDA,1B,N,,2026-07-01
GSNT,600287,,5493005061073977,SYNTH FUND GSNT,3A,Y,,2026-07-01
MWHW,600288,5493041788089288,5493042267080792,SYNTH FUND MWHW,3A,Y,,2026-07-01
SQHB,600289,5493034795718319,5493086465605318,SYNTH FUND SQHB,1B,Y,,2026-07-01
MGJI,600290,5493037228683380,5493087016927745,SYNTH FUND MGJI,2B,Y,,2026-07-01
VYJW,600291,5493072123403044,5493088331281901,SYNTH FUND VYJW,2B,N,,2026-07-01
NPAR,600292,5493058045201549,5493018939959479,SYNTH FUND NPAR,1B,Y,,2026-07-01
PSWG,600293,5493076272777766,5493069226728578,SYNTH FUND PSWG,1A,N,,2026-07-01
MARO,600294,5493085857942801,5493055154337559,SYNTH FUND MARO,1B,N,,2026-07-01
XYVV,600295,5493005690229436,5493005643869448,SYNTH FUND XYVV,2A,N,,2026-07-01
FNYS,600296,5493073871836639,5493082381551706,SYNTH FUND FNYS,1B,Y,,2026-07-01
VPKW,600297,5493095286746980,5493057914809226,SYNTH FUND VPKW,2A,N,,2026-07-01
KDGW,600298,5493066208788994,5493099143252201,SYNTH FUND KDGW,3A,Y,,2026-07-01
HZOM,600299,5493039610885025,5493017417234758,SYNTH FUND HZOM,,Y,,2026-07-01
HJAI,600300,5493024941455824,5493012451881133,SYNTH FUND HJAI,1B,Y,,2026-07-01
KFRH,600301,5493058816076512,5493051137691782,SYNTH FUND KFRH,3A,N,,2026-07-01
VWZZ,600302,5493081530032952,5493026415815219,SYNTH FUND VWZZ,1A,N,,2026-07-01
GKLO,600303,5493084312554648,5493045149427707,SYNTH FUND GKLO,1B,N,,2026-07-01
OQKC,600304,,5493082138545408,SYNTH FUND OQKC,1B,Y,,2026-07-01
DNTF,600305,5493078841329517,5493084649897716,SYNTH FUND DNTF,2A,Y,,2026-07-01
PFLW,600306,5493032360989265,5493030135202458,SYNTH FUND PFLW,,Y,,2026-07-01
XSYD,600307,5493009271562147,5493008896646785,SYNTH FUND XSYD,,Y,,2026-07-01
MGWP,600308,5493053635609588,5493084088964652,SYNTH FUND MGWP,3A,Y,,2026-07-01
GIUS,600309,5493042156302976,5493063879255985,SYNTH FUND GIUS,1B,N,,2026-07-01
VAGW,600310,5493070732882051,5493011119069878,SYNTH FUND VAGW,1B,N,,2026-07-01
MLAW,600311,5493061580310240,5493071054382789,SYNTH FUND MLAW,1B,Y,,2026-07-01
SHMY,600312,5493079358951890,5493086403936405,SYNTH FUND SHMY,1A,N,,2026-07-01
MNSK,600313,5493041623203289,5493062588180700,SYNTH FUND MNSK,1B,Y,,2026-07-01
EXBD,600314,5493042291423191,5493005568693453,SYNTH FUND EXBD,3A,N,,2026-07-01
EPJS,600315,5493013650337952,5493007114530912,SYNTH FUND EPJS,2B,Y,,2026-07-01
WBTU,600316,5493017976953018,5493096312516335,SYNTH FUND WBTU,2B,Y,,2026-07-01
GVNJ,600317,5493051199761678,,SYNTH FUND GVNJ,2B,N,,2026-07-01
EDSF,600318,5493038607203918,5493064762982920,SYNTH FUND EDSF,3A,N,,2026-07-01
LSAT,600319,5493076036937620,,SYNTH FUND LSAT,2B,Y,,2026-07-01
XJQQ,600320,5493009235245618,,SYNTH FUND XJQQ,3A,Y,,2026-07-01
DMKV,600321,5493072475971320,5493095934748608,SYNTH FUND DMKV,,Y,,2026-07-01
DJBW,600322,5493019803642815,5493072078638470,SYNTH FUND DJBW,2A,N,,2026-07-01
IQCX,600323,5493041737009299,5493065779196419,SYNTH FUND IQCX,2B,Y,,2026-07-01
JRIA,600324,5493050568075417,5493095189243748,SYNTH FUND JRIA,3A,Y,,2026-07-01
IRFJ,600325,5493032090647071,5493035865744276,SYNTH FUND IRFJ,1B,Y,,2026-07-01
PQWN,600326,5493045816813794,5493076279990184,SYNTH FUND PQWN,1A,Y,,2026-07-01
XZLP,600327,5493073145602639,5493049674792605,SYNTH FUND XZLP,,N,,2026-07-01
DSFV,600328,5493028812378187,5493000238933535,SYNTH FUND DSFV,2A,Y,,2026-07-01
FSQM,600329,5493044956231074,5493008285272468,SYNTH FUND FSQM,3A,N,,2026-07-01
CRRF,600330,5493063267982729,5493080475199346,SYNTH FUND CRRF,2B,N,,2026-07-01
LIHX,600331,5493041769399885,5493092932385810,SYNTH FUND LIHX,,Y,,2026-07-01
DIEK,600332,5493075243157113,5493067298727056,SYNTH FUND DIEK,1B,Y,,2026-07-01
IWRA,600333,5493047588040221,5493063568271840,SYNTH FUND IWRA,1A,Y,,2026-07-01
WHLR,600334,5493042619558987,5493052541137301,SYNTH FUND WHLR,1A,N,,2026-07-01
DKPG,600335,5493067694065200,5493017201970479,SYNTH FUND DKPG,2B,Y,,2026-07-01
PGVR,600336,5493069520528866,5493043057214537,SYNTH FUND PGVR,1A,Y,,2026-07-01
