issuer,description,maturity_date,classification,rating,clean_price,coupon_accrual,factor,dirty_price,valuation_date,lock_up_margin,par_amount,booking_currency,booking_market_value,booking_collateral_value,haircut,internal_policy_reuse,reporting_currency,reported_market_value,reported_collateral_value,issue_date,agreement_ext_id,additional_info_1,additional_info_2,additional_info_3,additional_info_4,notation,region,group,counterparty_contact,telephone_number,fax_number,email_address,custodian,fx_rate,margin_type,asset_notes1,asset_notes2,asset_notes3,base_ccy,base_market_value,base_adjusted_collateral_value,cpty_country_of_risk,instrument_id_type,prc_payment_instruction_bucket,cpty_payment_instruction_bucket,segregation,segregation_type,gross_calc,issuer_country_of_risk,prc_account_number,prc_beneficiary_bank,prc_ultimate_custodian_code,prc_ultimate_custodian,cpty_account_number,cpty_beneficiary_bank,cpty_ultimate_custodian_code,cpty_ultimate_custodian,agreement,agreement_category,agreement_name,asset_class,asset_owner,asset_type,booking_type,business_line,ccp,cqs,collateral_status,counterparty,counterparty_lei,counterpartycode,counterpartywithcpcode,cpty_petrid,cpty_jurisdiction,cpty_cif_number,cpty_internal_flag,cpty_internal_rating,cpty_bloomberg_ticker,cpty_bloomberg_company_id,im_rehypothecation_rights,instrument_id,issue_country_of_risk,issuer_code,issuer_long_name,issuer_rating,linkage_set,market,model,pd,position,prc_petrid,prc_jurisdiction,prc_cif_number,prc_internal_flag,prc_bloomberg_ticker,prc_bloomberg_company_id,price_factor,price_source,principal,principal_lei,principalcode,rehypothecated,rehypothecation_rights,rescued_data,reporting_date,usd_to_cad_rate
USD ISSUER,USD CASH 4.62,2037-08-06,,MOODYS LT:A3 SP LT:AA-,94.41,,,91.5,2026-07-01,,1600000.0,USD,1580685.53,1600000.0,0.0,,USD,1600000.0,1600000.0,,A3040,,,,,,TDBK,,,,,,STATE STREET,1.09,Not-Net,,,,CAD,2160000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_WH17_GENERAL_CSA,,TDBK_WH17_GENERAL_CSA,Cash,,USD CASH,IM,OTC,,,In Transit,WELLINGTON GLOBAL EQUITY FUND 28R5,,WH17,,600104,,,,,,,,CAQ3F5F5C500,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-07-01,1.36
Ontario ISSUER,Ontario Provincial Bond 3.35,2043-08-07,,MOODYS LT:A3 SP LT:AA-,92.28,,,98.14,2026-06-10,,1600000.0,CAD,1486413.44,1536000.0,0.04,,USD,1600000.0,1536000.0,,9354,,,,,,TDBK,,,,,,STATE STREET,1.18,IM,,,,CAD,2160000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_GENERAL_CSA,,TDBK_BANH_GENERAL_CSA,Provincial,,Ontario Provincial Bond,VM,OTC,,,In Transit,BANCO HABITAT,,BANH,,600103,,,,,,,,DEAK8L8M93RB,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
German ISSUER,German Government Note 4.96,2039-11-01,,MOODYS LT:A3 SP LT:AA-,97.07,,,98.99,2026-06-03,,1300000.0,EUR,1317764.49,1248000.0,0.04,,USD,1300000.0,1248000.0,,0269,,,,,,TDBK,,,,,,BNY MELLON,0.91,VM,,,,CAD,1755000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_WH17_REG_IMC_CSA,,TDBK_WH17_REG_IMC_CSA,Sovereign,,German Government Note,VM,OTC,,,Settled,WELLINGTON GLOBAL EQUITY FUND 28R5,,WH17,,600104,,,,,,,,USF9Q418G5G9,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
US ISSUER,US Corporate 3.05,2045-03-12,,MOODYS LT:A3 SP LT:AA-,89.37,,,101.14,2026-06-10,,1800000.0,USD,1791742.39,1656000.0,0.08,,USD,1800000.0,1656000.0,,3112,,,,,,TDBK,,,,,,,0.89,VM,,,,CAD,2430000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_GENERAL_CSA,,TDBK_BNSC_GENERAL_CSA,Corporate,,US Corporate,IM,OTC,,,Pending,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,ILF6G96MND7A,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
Canada ISSUER,Canada Mortgage Bonds 6.29,2029-01-14,,MOODYS LT:A3 SP LT:AA-,94.73,,,90.72,2026-06-24,,400000.0,CAD,380818.05,392000.0,0.02,,USD,400000.0,392000.0,,0423,,,,,,TDBK,,,,,,BNY MELLON,1.17,VM,,,,CAD,540000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_REG_VM_CSA,,TDBK_SWCD_REG_VM_CSA,Sovereign,,Canada Mortgage Bonds,VM,OTC,,,In Transit,SWISS LIFE AG,,SWCD,,600105,,,,,,,,USJQR3L189ME,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-24,1.36
Ontario ISSUER,Ontario Provincial Bond 7.55,2035-11-02,,MOODYS LT:A3 SP LT:AA-,93.54,,,94.92,2026-06-10,,1100000.0,CAD,1134936.15,1056000.0,0.04,,USD,1100000.0,1056000.0,,9197,,,,,,TDBK,,,,,,STATE STREET,0.7,IM,,,,CAD,1485000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_REG_IMC_CSA,,TDBK_BANH_REG_IMC_CSA,Provincial,,Ontario Provincial Bond,VM,OTC,,,Pending,BANCO HABITAT,,BANH,,600103,,,,,,,,USPA2BGF31RA,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
US ISSUER,US Treasury 6.21,2040-01-20,,MOODYS LT:A3 SP LT:AA-,89.77,,,95.88,2026-06-03,,200000.0,USD,196299.95,198000.0,0.01,,USD,200000.0,198000.0,,A4540,,,,,,TDBK,,,,,,STATE STREET,1.2,Not-Net,,,,CAD,270000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_REG_VM_CSA,,TDBK_SWCD_REG_VM_CSA,Sovereign,,US Treasury,IM,OTC,,,In Transit,SWISS LIFE AG,,SWCD,,600105,,,,,,,,CA1AHMN34PHK,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
US ISSUER,US Treasury 3.92,2029-06-06,,MOODYS LT:A3 SP LT:AA-,98.98,,,91.39,2026-07-01,,600000.0,USD,546206.5,594000.0,0.01,,USD,600000.0,594000.0,,0751,,,,,,TDBK,,,,,,STATE STREET,1.2,Not-Net,,,,CAD,810000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BIMC_REG_VM_CSA,,TDBK_BIMC_REG_VM_CSA,Sovereign,,US Treasury,IM,OTC,,,Settled,BIMCOR INC,,BIMC,,600110,,,,,,,,CAECBREGGDMK,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-07-01,1.36
Canada ISSUER,Canada Mortgage Bonds 9.99,2034-12-10,,MOODYS LT:A3 SP LT:AA-,99.87,,,99.86,2026-06-10,,1100000.0,CAD,1057474.51,1078000.0,0.02,,USD,1100000.0,1078000.0,,1484,,,,,,TDBK,,,,,,STATE STREET,1.3,IM,,,,CAD,1485000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_SWCD_REG_IMC_CSA,,TDBK_SWCD_REG_IMC_CSA,Sovereign,,Canada Mortgage Bonds,VM,OTC,,,Pending,SWISS LIFE AG,,SWCD,,600105,,,,,,,,DEQ9PMM2DMK7,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
Government ISSUER,Government of Canada Bond 8.21,2033-06-04,,MOODYS LT:A3 SP LT:AA-,97.77,,,96.07,2026-06-24,,800000.0,CAD,722038.93,788000.0,0.015,,USD,800000.0,788000.0,,K9049,,,,,,TDBK,,,,,,STATE STREET,0.93,IM,,,,CAD,1080000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_REG_VM_CSA,,TDBK_INBL_REG_VM_CSA,Sovereign,,Government of Canada Bond,VM,OTC,,,Settled,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,CAPLE105BE2J,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-24,1.36
USD ISSUER,USD CASH 3.77,2042-02-08,,MOODYS LT:A3 SP LT:AA-,94.44,,,95.48,2026-06-17,,4900000.0,USD,5057651.06,4900000.0,0.0,,USD,4900000.0,4900000.0,,0624,,,,,,TDBK,,,,,,BNY MELLON,0.94,IM,,,,CAD,6615000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_GENERAL_CSA,,TDBK_INBL_GENERAL_CSA,Cash,,USD CASH,IM,OTC,,,In Transit,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,CA2D0LAE3N9H,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
CAD ISSUER,CAD CASH 4.14,2043-04-08,,MOODYS LT:A3 SP LT:AA-,89.44,,,101.43,2026-06-17,,3000000.0,CAD,2735836.72,3000000.0,0.0,,USD,3000000.0,3000000.0,,7668,,,,,,TDBK,,,,,,STATE STREET,0.81,VM,,,,CAD,4050000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BIMC_REG_IMC_CSA,,TDBK_BIMC_REG_IMC_CSA,Cash,,CAD CASH,VM,OTC,,,Settled,BIMCOR INC,,BIMC,,600110,,,,,,,,DE27CQ4K3AKB,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
USD ISSUER,USD CASH 9.57,2040-04-24,,MOODYS LT:A3 SP LT:AA-,96.92,,,96.17,2026-06-24,,2700000.0,USD,2576677.16,2700000.0,0.0,,USD,2700000.0,2700000.0,,0697,,,,,,TDBK,,,,,,BNY MELLON,0.82,VM,,,,CAD,3645000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_REG_VM_CSA,,TDBK_CITI_REG_VM_CSA,Cash,,USD CASH,IM,OTC,,,Pending,CITIBANK NA,,CITI,,600108,,,,,,,,US49B7DFQNDQ,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-24,1.36
Canada ISSUER,Canada Mortgage Bonds 1.60,2040-03-08,,MOODYS LT:A3 SP LT:AA-,90.91,,,89.42,2026-06-10,,4700000.0,CAD,4641720.13,4606000.0,0.02,,USD,4700000.0,4606000.0,,9020,,,,,,TDBK,,,,,,STATE STREET,1.01,IM,,,,CAD,6345000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_GENERAL_CSA,,TDBK_BNSC_GENERAL_CSA,Sovereign,,Canada Mortgage Bonds,IM,OTC,,,Settled,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,US6MBC4KL0H6,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
Ontario ISSUER,Ontario Provincial Bond 8.12,2029-04-19,,MOODYS LT:A3 SP LT:AA-,97.65,,,89.68,2026-06-10,,4800000.0,CAD,5036546.69,4608000.0,0.04,,USD,4800000.0,4608000.0,,9354,,,,,,TDBK,,,,,,STATE STREET,1.31,VM,,,,CAD,6480000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_GENERAL_CSA,,TDBK_BANH_GENERAL_CSA,Provincial,,Ontario Provincial Bond,IM,OTC,,,Pending,BANCO HABITAT,,BANH,,600103,,,,,,,,DE5C8GG52N0H,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
German ISSUER,German Government Note 8.31,2039-06-11,,MOODYS LT:A3 SP LT:AA-,88.81,,,97.8,2026-06-17,,2600000.0,EUR,2647012.64,2496000.0,0.04,,USD,2600000.0,2496000.0,,K3409,,,,,,TDBK,,,,,,BNY MELLON,1.33,VM,,,,CAD,3510000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_MSIL_GENERAL_CSA,,TDBK_MSIL_GENERAL_CSA,Sovereign,,German Government Note,VM,OTC,,,Settled,MORGAN STANLEY INTL,,MSIL,,600109,,,,,,,,USAP113630A0,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
Israel ISSUER,Israel Government Bond 5.82,2038-02-22,,MOODYS LT:A3 SP LT:AA-,94.28,,,92.56,2026-06-24,,1500000.0,ILS,1394083.58,1410000.0,0.06,,USD,1500000.0,1410000.0,,K6434,,,,,,TDBK,,,,,,STATE STREET,0.72,VM,,,,CAD,2025000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_GENERAL_CSA,,TDBK_CITI_GENERAL_CSA,Sovereign,,Israel Government Bond,IM,OTC,,,Settled,CITIBANK NA,,CITI,,600108,,,,,,,,IL8E755860NJ,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-24,1.36
US ISSUER,US Corporate 7.69,2040-02-20,,MOODYS LT:A3 SP LT:AA-,100.63,,,89.96,2026-06-10,,500000.0,USD,495150.02,460000.0,0.08,,USD,500000.0,460000.0,,3713,,,,,,TDBK,,,,,,BNY MELLON,1.15,Not-Net,,,,CAD,675000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BIMC_REG_IMC_CSA,,TDBK_BIMC_REG_IMC_CSA,Corporate,,US Corporate,IM,OTC,,,Pending,BIMCOR INC,,BIMC,,600110,,,,,,,,IL62H5PJDRNC,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
USD ISSUER,USD CASH 2.01,2038-06-05,,MOODYS LT:A3 SP LT:AA-,100.91,,,100.35,2026-07-01,,2900000.0,USD,2914811.92,2900000.0,0.0,,USD,2900000.0,2900000.0,,0316,,,,,,TDBK,,,,,,BNY MELLON,1.36,VM,,,,CAD,3915000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_REG_IMC_CSA,,TDBK_DBFR_REG_IMC_CSA,Cash,,USD CASH,IM,OTC,,,Pending,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,ILH0GA1MA2LM,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-07-01,1.36
US ISSUER,US Treasury 7.76,2030-11-15,,MOODYS LT:A3 SP LT:AA-,99.54,,,98.84,2026-06-17,,1400000.0,USD,1333236.04,1386000.0,0.01,,USD,1400000.0,1386000.0,,A2123,,,,,,TDBK,,,,,,STATE STREET,1.08,Not-Net,,,,CAD,1890000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BCCU_GENERAL_CSA,,TDBK_BCCU_GENERAL_CSA,Sovereign,,US Treasury,VM,OTC,,,Pending,CENTRAL 1 CREDIT UNION,,BCCU,,600101,,,,,,,,CAAQPE1E8LEL,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
USD ISSUER,USD CASH 5.08,2034-11-21,,MOODYS LT:A3 SP LT:AA-,94.42,,,101.42,2026-07-01,,4700000.0,USD,4242905.2,4700000.0,0.0,,USD,4700000.0,4700000.0,,A4239,,,,,,TDBK,,,,,,BNY MELLON,1.3,IM,,,,CAD,6345000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_CITI_REG_VM_CSA,,TDBK_CITI_REG_VM_CSA,Cash,,USD CASH,IM,OTC,,,Settled,CITIBANK NA,,CITI,,600108,,,,,,,,US56N54EM2BN,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-07-01,1.36
USD ISSUER,USD CASH 8.45,2045-05-17,,MOODYS LT:A3 SP LT:AA-,93.34,,,90.52,2026-06-24,,1900000.0,USD,1897255.74,1900000.0,0.0,,USD,1900000.0,1900000.0,,0709,,,,,,TDBK,,,,,,STATE STREET,1.15,IM,,,,CAD,2565000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_GENERAL_CSA,,TDBK_INBL_GENERAL_CSA,Cash,,USD CASH,VM,OTC,,,Pending,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,US1PAFE121EN,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-24,1.36
US ISSUER,US Common Stock 3.08,2031-11-02,,MOODYS LT:A3 SP LT:AA-,96.08,,,99.18,2026-06-10,,1500000.0,USD,1451663.57,1275000.0,0.15,,USD,1500000.0,1275000.0,,6596,,,,,,TDBK,,,,,,STATE STREET,1.37,VM,,,,CAD,2025000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_IMC_CSA,,TDBK_BNSC_REG_IMC_CSA,Corporate,,US Common Stock,IM,OTC,,,Pending,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,IL3FG4CGPNDK,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
Government ISSUER,Government of Canada Bond 6.58,2027-03-11,,MOODYS LT:A3 SP LT:AA-,88.46,,,98.79,2026-06-17,,4100000.0,CAD,3875358.92,4038500.0,0.015,,USD,4100000.0,4038500.0,,0857,,,,,,TDBK,,,,,,STATE STREET,0.74,Not-Net,,,,CAD,5535000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_REG_VM_CSA,,TDBK_DBFR_REG_VM_CSA,Sovereign,,Government of Canada Bond,VM,OTC,,,In Transit,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,USCNQMFA0AR9,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
Government ISSUER,Government of Canada Bond 4.33,2045-05-02,,MOODYS LT:A3 SP LT:AA-,95.87,,,92.76,2026-06-17,,700000.0,CAD,664776.9,689500.0,0.015,,USD,700000.0,689500.0,,0233,,,,,,TDBK,,,,,,STATE STREET,1.3,IM,,,,CAD,945000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_GENERAL_CSA,,TDBK_BANH_GENERAL_CSA,Sovereign,,Government of Canada Bond,IM,OTC,,,In Transit,BANCO HABITAT,,BANH,,600103,,,,,,,,CALHNPPN9EM4,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
Ontario ISSUER,Ontario Provincial Bond 9.32,2044-10-23,,MOODYS LT:A3 SP LT:AA-,94.07,,,91.63,2026-06-10,,3500000.0,CAD,3285623.54,3360000.0,0.04,,USD,3500000.0,3360000.0,,3412,,,,,,TDBK,,,,,,STATE STREET,0.81,IM,,,,CAD,4725000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_IMC_CSA,,TDBK_BNSC_REG_IMC_CSA,Provincial,,Ontario Provincial Bond,IM,OTC,,,In Transit,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,DE8QDKBM2PPA,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-10,1.36
US ISSUER,US Common Stock 1.27,2037-01-22,,MOODYS LT:A3 SP LT:AA-,95.54,,,91.45,2026-06-10,,400000.0,USD,409427.95,340000.0,0.15,,USD,400000.0,340000.0,,0645,,,,,,TDBK,,,,,,STATE STREET,0.98,VM,,,,CAD,540000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_REG_VM_CSA,,TDBK_INBL_REG_VM_CSA,Corporate,,US Common Stock,IM,OTC,,,In Transit,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,US1B25CJ45J7,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
US ISSUER,US Corporate 4.56,2037-10-12,,MOODYS LT:A3 SP LT:AA-,95.71,,,96.42,2026-06-17,,600000.0,USD,553417.23,552000.0,0.08,,USD,600000.0,552000.0,,0333,,,,,,TDBK,,,,,,BNY MELLON,0.79,IM,,,,CAD,810000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_REG_IMC_CSA,,TDBK_INBL_REG_IMC_CSA,Corporate,,US Corporate,IM,OTC,,,Pending,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,USQA8436CB1H,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
Israel ISSUER,Israel Government Bond 8.87,2032-09-27,,MOODYS LT:A3 SP LT:AA-,93.92,,,94.61,2026-06-17,,4100000.0,ILS,3942305.27,3854000.0,0.06,,USD,4100000.0,3854000.0,,3065,,,,,,TDBK,,,,,,STATE STREET,0.71,IM,,,,CAD,5535000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BIMC_REG_IMC_CSA,,TDBK_BIMC_REG_IMC_CSA,Sovereign,,Israel Government Bond,VM,OTC,,,Pending,BIMCOR INC,,BIMC,,600110,,,,,,,,IL8FDN7LG5PE,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
US ISSUER,US Treasury 1.62,2033-01-12,,MOODYS LT:A3 SP LT:AA-,95.52,,,97.06,2026-06-24,,2300000.0,USD,2207024.86,2277000.0,0.01,,USD,2300000.0,2277000.0,,7428,,,,,,TDBK,,,,,,STATE STREET,0.84,VM,,,,CAD,3105000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_GENERAL_CSA,,TDBK_DBFR_GENERAL_CSA,Sovereign,,US Treasury,VM,OTC,,,In Transit,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,CAQJ8HQGG3KG,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-24,1.36
Canada ISSUER,Canada Mortgage Bonds 1.88,2036-01-13,,MOODYS LT:A3 SP LT:AA-,89.26,,,96.44,2026-07-01,,400000.0,CAD,372948.85,392000.0,0.02,,USD,400000.0,392000.0,,8862,,,,,,TDBK,,,,,,BNY MELLON,0.91,IM,,,,CAD,540000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_WH17_REG_VM_CSA,,TDBK_WH17_REG_VM_CSA,Sovereign,,Canada Mortgage Bonds,VM,OTC,,,Pending,WELLINGTON GLOBAL EQUITY FUND 28R5,,WH17,,600104,,,,,,,,CA5E728R3J82,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
German ISSUER,German Government Note 5.45,2041-01-27,,MOODYS LT:A3 SP LT:AA-,91.07,,,98.68,2026-06-17,,3800000.0,EUR,3791547.93,3648000.0,0.04,,USD,3800000.0,3648000.0,,2677,,,,,,TDBK,,,,,,BNY MELLON,1.32,Not-Net,,,,CAD,5130000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_REG_IMC_CSA,,TDBK_BNSC_REG_IMC_CSA,Sovereign,,German Government Note,IM,OTC,,,In Transit,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,CAMGAC6AQPFJ,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-17,1.36
German ISSUER,German Government Note 9.74,2034-10-09,,MOODYS LT:A3 SP LT:AA-,92.66,,,90.5,2026-06-17,,300000.0,EUR,309174.14,288000.0,0.04,,USD,300000.0,288000.0,,0700,,,,,,TDBK,,,,,,BNY MELLON,0.86,VM,,,,CAD,405000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_REG_VM_CSA,,TDBK_BANH_REG_VM_CSA,Sovereign,,German Government Note,VM,OTC,,,Pending,BANCO HABITAT,,BANH,,600103,,,,,,,,DE764NJ5MJH3,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-06-17,1.36
Israel ISSUER,Israel Government Bond 9.70,2029-12-24,,MOODYS LT:A3 SP LT:AA-,95.75,,,95.13,2026-06-03,,4500000.0,ILS,4672892.62,4230000.0,0.06,,USD,4500000.0,4230000.0,,A9195,,,,,,TDBK,,,,,,BNY MELLON,0.9,IM,,,,CAD,6075000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_INBL_REG_IMC_CSA,,TDBK_INBL_REG_IMC_CSA,Sovereign,,Israel Government Bond,VM,OTC,,,In Transit,INVESTEC BANK LIMITED,,INBL,,600102,,,,,,,,DEK3720399RR,,,,,,,,,Delivered,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-03,1.36
CAD ISSUER,CAD CASH 2.86,2035-05-05,,MOODYS LT:A3 SP LT:AA-,91.4,,,100.93,2026-06-24,,4400000.0,CAD,4175077.61,4400000.0,0.0,,USD,4400000.0,4400000.0,,3102,,,,,,TDBK,,,,,,STATE STREET,1.25,Not-Net,,,,CAD,5940000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BNSC_GENERAL_CSA,,TDBK_BNSC_GENERAL_CSA,Cash,,CAD CASH,IM,OTC,,,Settled,BANK OF NOVA SCOTIA,,BNSC,,600106,,,,,,,,CA4238KNG8PB,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-24,1.36
Ontario ISSUER,Ontario Provincial Bond 7.70,2045-03-10,,MOODYS LT:A3 SP LT:AA-,93.95,,,100.66,2026-07-01,,2100000.0,CAD,2154761.19,2016000.0,0.04,,USD,2100000.0,2016000.0,,6571,,,,,,TDBK,,,,,,BNY MELLON,0.96,VM,,,,CAD,2835000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_GENERAL_CSA,,TDBK_BANH_GENERAL_CSA,Provincial,,Ontario Provincial Bond,VM,OTC,,,Settled,BANCO HABITAT,,BANH,,600103,,,,,,,,CA79FNFBFL1C,,,,,,,,,Short,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-07-01,1.36
CAD ISSUER,CAD CASH 1.87,2043-06-21,,MOODYS LT:A3 SP LT:AA-,94.91,,,95.29,2026-06-10,,2700000.0,CAD,2524366.12,2700000.0,0.0,,USD,2700000.0,2700000.0,,A6318,,,,,,TDBK,,,,,,BNY MELLON,1.38,Not-Net,,,,CAD,3645000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_DBFR_REG_IMC_CSA,,TDBK_DBFR_REG_IMC_CSA,Cash,,CAD CASH,VM,OTC,,,Settled,DEUTSCHE BANK A.G.,,DBFR,,600107,,,,,,,,USFBQ7GQ3DAB,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,N,,,2026-06-10,1.36
Ontario ISSUER,Ontario Provincial Bond 5.76,2038-04-02,,MOODYS LT:A3 SP LT:AA-,92.13,,,94.1,2026-07-01,,2900000.0,CAD,2720504.38,2784000.0,0.04,,USD,2900000.0,2784000.0,,K9317,,,,,,TDBK,,,,,,BNY MELLON,0.79,VM,,,,CAD,3915000.0,,,ISIN,,,,,,,,,,,,,,,TDBK_BANH_REG_VM_CSA,,TDBK_BANH_REG_VM_CSA,Provincial,,Ontario Provincial Bond,IM,OTC,,,Pending,BANCO HABITAT,,BANH,,600103,,,,,,,,CA6896M3GG6D,,,,,,,,,Long,,,,,,,,,THE TORONTO-DOMINION BANK,,TDBK,Y,,,2026-07-01,1.36
